Sessionid: 0, ssrc: 706150306, internal: False, validated: True, received-bye: True, is-csrc: False, is-sender: True, seqnum-base: -1, clock-rate: 90000, rtcp-from: 10.10.10.12:53122, octets-sent: 0, packets-sent: 0, octets-received: 1541636, packets-received: 2121, bitrate: 313815, packets-lost: 0, jitter: 0.477777777778, sent-pli-count: None, recv-pli-count: None, sent-fir-count: None, recv-fir-count: None, have-sr: True, sr-ntptime: 15726439658693996461, sr-rtptime: 1672780955, sr-octet-count: 1541638, sr-packet-count: 2122, sent-rb: True, sent-rb-fractionlost: 0, sent-rb-packetslost: 0, sent-rb-exthighestseq: 9062, sent-rb-jitter: 56, sent-rb-lsr: 2307350404, sent-rb-dlsr: 196208, have-rb: False, rb-fractionlost: 0, rb-packetslost: 0, rb-exthighestseq: 0, rb-jitter: 0, rb-lsr: 0, rb-dlsr: 0, rb-round-trip: 0
Sessionid: 1, ssrc: 2755021105, internal: False, validated: True, received-bye: True, is-csrc: False, is-sender: True, seqnum-base: -1, clock-rate: 16000, rtcp-from: 10.10.10.12:53972, octets-sent: 0, packets-sent: 0, octets-received: 132928, packets-received: 2144, bitrate: 24799, packets-lost: 0, jitter: 0.8125, sent-pli-count: None, recv-pli-count: None, sent-fir-count: None, recv-fir-count: None, have-sr: True, sr-ntptime: 15726439658835915065, sr-rtptime: 4023467003, sr-octet-count: 132990, sr-packet-count: 2145, sent-rb: True, sent-rb-fractionlost: 0, sent-rb-packetslost: 0, sent-rb-exthighestseq: 61649, sent-rb-jitter: 14, sent-rb-lsr: 2307438875, sent-rb-dlsr: 131045, have-rb: False, rb-fractionlost: 0, rb-packetslost: 0, rb-exthighestseq: 0, rb-jitter: 0, rb-lsr: 0, rb-dlsr: 0, rb-round-trip: 0
