Sessionid: 0, ssrc: 3625512342, internal: False, validated: True, received-bye: True, is-csrc: False, is-sender: True, seqnum-base: -1, clock-rate: 90000, rtcp-from: 10.10.10.12:49947, octets-sent: 0, packets-sent: 0, octets-received: 984235, packets-received: 2182, bitrate: 200147, packets-lost: 111, jitter: 0.588888888889, sent-pli-count: None, recv-pli-count: None, sent-fir-count: None, recv-fir-count: None, have-sr: True, sr-ntptime: 15726479888306125716, sr-rtptime: 264965458, sr-octet-count: 1028015, sr-packet-count: 2294, sent-rb: True, sent-rb-fractionlost: 11, sent-rb-packetslost: 97, sent-rb-exthighestseq: 40978, sent-rb-jitter: 28, sent-rb-lsr: 2921083024, sent-rb-dlsr: 46939, have-rb: False, rb-fractionlost: 0, rb-packetslost: 0, rb-exthighestseq: 0, rb-jitter: 0, rb-lsr: 0, rb-dlsr: 0, rb-round-trip: 0
Sessionid: 1, ssrc: 978327630, internal: False, validated: True, received-bye: True, is-csrc: False, is-sender: True, seqnum-base: -1, clock-rate: 16000, rtcp-from: 10.10.10.12:33948, octets-sent: 0, packets-sent: 0, octets-received: 126666, packets-received: 2043, bitrate: 23586, packets-lost: 101, jitter: 0.75, sent-pli-count: None, recv-pli-count: None, sent-fir-count: None, recv-fir-count: None, have-sr: True, sr-ntptime: 15726479888390418744, sr-rtptime: 154102374, sr-octet-count: 132990, sr-packet-count: 2145, sent-rb: True, sent-rb-fractionlost: 10, sent-rb-packetslost: 91, sent-rb-exthighestseq: 53126, sent-rb-jitter: 14, sent-rb-lsr: 2921281811, sent-rb-dlsr: 32703, have-rb: False, rb-fractionlost: 0, rb-packetslost: 0, rb-exthighestseq: 0, rb-jitter: 0, rb-lsr: 0, rb-dlsr: 0, rb-round-trip: 0
