Sessionid: 0, ssrc: 1751519887, internal: False, validated: True, received-bye: True, is-csrc: False, is-sender: True, seqnum-base: -1, clock-rate: 90000, rtcp-from: 10.10.10.12:42696, octets-sent: 0, packets-sent: 0, octets-received: 642969, packets-received: 2220, bitrate: 127765, packets-lost: 1, jitter: 0.588888888889, sent-pli-count: None, recv-pli-count: None, sent-fir-count: None, recv-fir-count: None, have-sr: True, sr-ntptime: 15726443968401091940, sr-rtptime: 1544323222, sr-octet-count: 642973, sr-packet-count: 2222, sent-rb: True, sent-rb-fractionlost: 0, sent-rb-packetslost: 1, sent-rb-exthighestseq: 33111, sent-rb-jitter: 59, sent-rb-lsr: 2373342014, sent-rb-dlsr: 34186, have-rb: False, rb-fractionlost: 0, rb-packetslost: 0, rb-exthighestseq: 0, rb-jitter: 0, rb-lsr: 0, rb-dlsr: 0, rb-round-trip: 0
Sessionid: 1, ssrc: 2569798434, internal: False, validated: True, received-bye: True, is-csrc: False, is-sender: True, seqnum-base: -1, clock-rate: 16000, rtcp-from: 10.10.10.12:50958, octets-sent: 0, packets-sent: 0, octets-received: 132866, packets-received: 2143, bitrate: 24799, packets-lost: 1, jitter: 1.0, sent-pli-count: None, recv-pli-count: None, sent-fir-count: None, recv-fir-count: None, have-sr: True, sr-ntptime: 15726443968485741450, sr-rtptime: 764700127, sr-octet-count: 132990, sr-packet-count: 2145, sent-rb: True, sent-rb-fractionlost: 0, sent-rb-packetslost: 1, sent-rb-exthighestseq: 19228, sent-rb-jitter: 16, sent-rb-lsr: 2372970571, sent-rb-dlsr: 119809, have-rb: False, rb-fractionlost: 0, rb-packetslost: 0, rb-exthighestseq: 0, rb-jitter: 0, rb-lsr: 0, rb-dlsr: 0, rb-round-trip: 0
